model_version,factor_type,gender,enrollment_status,medicaid_status,orec,variable,label,factor_1,factor_2,coefficient
CMS-HCC-2020,Disease Interactions,,Continuing,,,SEPSIS_ASP_SPEC_BACT_PNEUM,Sepsis (HCC 2) & Aspiration and Specified Bacterial Pneumonias (HCC 114),HCC2,HCC114,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SEPSIS_ASP_SPEC_BACT_PNEUM,Sepsis (HCC 2) & Aspiration and Specified Bacterial Pneumonias (HCC 114),HCC2,HCC114,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SEPSIS_ASP_SPEC_BACT_PNEUM,Sepsis (HCC 2) & Aspiration and Specified Bacterial Pneumonias (HCC 114),HCC2,HCC114,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SEPSIS_ASP_SPEC_BACT_PNEUM,Sepsis (HCC 2) & Aspiration and Specified Bacterial Pneumonias (HCC 114),HCC2,HCC114,0.346
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_gCopdCF,Schizophrenia (HCC 57) & Chronic Obstructive Pulmonary Disease (HCCs 110-112),HCC57,"HCC110, HCC111, HCC112",0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_gCopdCF,Schizophrenia (HCC 57) & Chronic Obstructive Pulmonary Disease (HCCs 110-112),HCC57,"HCC110, HCC111, HCC112",0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_gCopdCF,Schizophrenia (HCC 57) & Chronic Obstructive Pulmonary Disease (HCCs 110-112),HCC57,"HCC110, HCC111, HCC112",0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_gCopdCF,Schizophrenia (HCC 57) & Chronic Obstructive Pulmonary Disease (HCCs 110-112),HCC57,"HCC110, HCC111, HCC112",0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_gCopdCF,Schizophrenia (HCC 57) & Chronic Obstructive Pulmonary Disease (HCCs 110-112),HCC57,"HCC110, HCC111, HCC112",0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_gCopdCF,Schizophrenia (HCC 57) & Chronic Obstructive Pulmonary Disease (HCCs 110-112),HCC57,"HCC110, HCC111, HCC112",0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_gCopdCF,Schizophrenia (HCC 57) & Chronic Obstructive Pulmonary Disease (HCCs 110-112),HCC57,"HCC110, HCC111, HCC112",0.417
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_CHF,Schizophrenia (HCC 57) & Congestive Heart Failure (HCC 85),HCC57,HCC85,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_CHF,Schizophrenia (HCC 57) & Congestive Heart Failure (HCC 85),HCC57,HCC85,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_CHF,Schizophrenia (HCC 57) & Congestive Heart Failure (HCC 85),HCC57,HCC85,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_CHF,Schizophrenia (HCC 57) & Congestive Heart Failure (HCC 85),HCC57,HCC85,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_CHF,Schizophrenia (HCC 57) & Congestive Heart Failure (HCC 85),HCC57,HCC85,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_CHF,Schizophrenia (HCC 57) & Congestive Heart Failure (HCC 85),HCC57,HCC85,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_CHF,Schizophrenia (HCC 57) & Congestive Heart Failure (HCC 85),HCC57,HCC85,0.127
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_SEIZURES,Schizophrenia (HCC 57) & Seizure Disorders and Convulsions (HCC 79),HCC57,HCC79,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_SEIZURES,Schizophrenia (HCC 57) & Seizure Disorders and Convulsions (HCC 79),HCC57,HCC79,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_SEIZURES,Schizophrenia (HCC 57) & Seizure Disorders and Convulsions (HCC 79),HCC57,HCC79,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_SEIZURES,Schizophrenia (HCC 57) & Seizure Disorders and Convulsions (HCC 79),HCC57,HCC79,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_SEIZURES,Schizophrenia (HCC 57) & Seizure Disorders and Convulsions (HCC 79),HCC57,HCC79,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_SEIZURES,Schizophrenia (HCC 57) & Seizure Disorders and Convulsions (HCC 79),HCC57,HCC79,0
CMS-HCC-2020,Disease Interactions,,Continuing,,,SCHIZOPHRENIA_SEIZURES,Schizophrenia (HCC 57) & Seizure Disorders and Convulsions (HCC 79),HCC57,HCC79,0.573
