PAYMENT_YEAR,DIAGNOSIS_CODE,CMS_HCC_ESRD_V21,CMS_HCC_ESRD_V24,CMS_HCC_V22,CMS_HCC_V24,RXHCC_V05,RXHCC_V08,CMS_HCC_ESRD_V21_FLAG,CMS_HCC_ESRD_V24_FLAG,CMS_HCC_V22_FLAG,CMS_HCC_V24_FLAG,RXHCC_V05_FLAG,RXHCC_V08_FLAG
2020,A0103,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A0104,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A0105,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A021,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A0222,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A0223,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A0224,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A065,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A072,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,A202,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A207,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A212,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A221,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A227,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A267,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A310,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,A312,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,A327,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A3681,85,,85,85,186,,Yes,,Yes,Yes,Yes,
2020,A3684,141,,,,,,Yes,,No,No,No,
2020,A391,23,,23,23,41,,Yes,,Yes,Yes,Yes,
2020,A392,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A393,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A394,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A3983,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A3984,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A400,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A401,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A403,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A408,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A409,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4101,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4102,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A411,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A412,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A413,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A414,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4150,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4151,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4152,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4153,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4159,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4181,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A4189,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A419,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A420,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A427,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A430,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A480,106,,106,106,,,Yes,,Yes,Yes,No,
2020,A481,114,,114,114,,,Yes,,Yes,Yes,No,
2020,A483,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A5055,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A5204,,,,,206,,No,,No,No,Yes,
2020,A5440,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A5441,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A5442,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A5443,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A5449,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A5484,115,,115,115,,,Yes,,Yes,Yes,No,
2020,A5485,33,,33,33,,,Yes,,Yes,Yes,No,
2020,A5486,2,,2,2,,,Yes,,Yes,Yes,No,
2020,A666,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A6923,39,,39,39,,,Yes,,Yes,Yes,No,
2020,A8100,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A8101,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A8109,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A811,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A812,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A8181,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A8182,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A8183,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A8189,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A819,52,,,52,112,,Yes,,No,Yes,Yes,
2020,A985,141,,,,,,Yes,,No,No,No,
2020,B007,2,,2,2,,,Yes,,Yes,Yes,No,
2020,B0082,72,,72,72,157,,Yes,,Yes,Yes,Yes,
2020,B0112,72,,72,72,157,,Yes,,Yes,Yes,Yes,
2020,B0221,,,,,168,,No,,No,No,Yes,
2020,B0222,,,,,168,,No,,No,No,Yes,
2020,B0223,,,,,168,,No,,No,No,Yes,
2020,B0224,72,,72,72,157,,Yes,,Yes,Yes,Yes,
2020,B0229,,,,,168,,No,,No,No,Yes,
2020,B0682,39,,39,39,,,Yes,,Yes,Yes,No,
2020,B180,29,,29,29,55,,Yes,,Yes,Yes,Yes,
2020,B181,29,,29,29,55,,Yes,,Yes,Yes,Yes,
2020,B182,29,,29,29,54,,Yes,,Yes,Yes,Yes,
2020,B188,29,,29,29,55,,Yes,,Yes,Yes,Yes,
2020,B189,29,,29,29,55,,Yes,,Yes,Yes,Yes,
2020,B20,1,,1,1,1,,Yes,,Yes,Yes,Yes,
2020,B250,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B251,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B252,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B258,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B259,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B2685,39,,39,39,,,Yes,,Yes,Yes,No,
2020,B3324,85,,85,85,186,,Yes,,Yes,Yes,Yes,
2020,B371,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B377,2,,2,2,5,,Yes,,Yes,Yes,Yes,
2020,B377,6,,6,6,,,Yes,,Yes,Yes,Not Applicable,
2020,B3781,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B380,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B381,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B382,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B390,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B391,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B392,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B400,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B401,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B402,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B410,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B4282,39,,39,39,,,Yes,,Yes,Yes,No,
2020,B440,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B441,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B442,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B447,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B4481,112,,112,112,227,,Yes,,Yes,Yes,Yes,
2020,B4489,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B449,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B450,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B451,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B452,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B453,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B457,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B458,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B459,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B460,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B461,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B462,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B463,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B464,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B465,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B468,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B469,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B484,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B488,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B520,141,,,,,,Yes,,No,No,No,
2020,B582,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B583,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B59,6,,6,6,5,,Yes,,Yes,Yes,Yes,
2020,B664,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B671,115,,115,115,,,Yes,,Yes,Yes,No,
2020,B9735,1,,1,1,1,,Yes,,Yes,Yes,Yes,
2020,C01,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C020,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C021,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C022,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C023,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C024,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C028,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C029,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C030,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C031,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C039,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C040,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C041,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C048,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C049,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C050,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C051,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C052,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C058,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C059,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C060,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C061,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C062,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C0680,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C0689,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C069,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C07,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C080,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C081,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C089,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C090,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C091,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C098,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C099,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C100,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C101,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C102,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C103,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C104,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C108,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C109,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C110,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C111,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C112,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C113,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C118,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C119,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C12,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C130,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C131,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C132,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C138,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C139,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C140,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C142,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C148,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C153,9,,9,9,,,Yes,,Yes,Yes,No,
2020,C154,9,,9,9,,,Yes,,Yes,Yes,No,
2020,C155,9,,9,9,,,Yes,,Yes,Yes,No,
2020,C158,9,,9,9,,,Yes,,Yes,Yes,No,
2020,C159,9,,9,9,,,Yes,,Yes,Yes,No,
2020,C160,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C161,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C162,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C163,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C164,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C165,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C166,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C168,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C169,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C170,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C171,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C172,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C173,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C178,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C179,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C180,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C181,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C182,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C183,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C184,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C185,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C186,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C187,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C188,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C189,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C19,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C20,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C210,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C211,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C212,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C218,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C220,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C221,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C222,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C223,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C224,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C227,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C228,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C229,9,,9,9,17,,Yes,,Yes,Yes,Yes,
2020,C23,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C240,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C241,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C248,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C249,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C250,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C251,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C252,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C253,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C254,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C257,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C258,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C259,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C260,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C261,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C269,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C300,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C301,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C310,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C311,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C312,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C313,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C318,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C319,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C320,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C321,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C322,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C323,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C328,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C329,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C33,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3400,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3401,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3402,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3410,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3411,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3412,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C342,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3430,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3431,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3432,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3480,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3481,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3482,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3490,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3491,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C3492,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C37,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C380,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C381,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C382,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C383,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C384,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C388,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C390,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C399,11,,11,11,,,Yes,,Yes,Yes,No,
2020,C4000,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4001,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4002,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4010,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4011,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4012,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4020,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4021,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4022,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4030,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4031,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4032,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4080,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4081,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4082,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4090,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4091,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4092,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C410,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C411,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C412,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C413,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C414,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C419,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C430,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4310,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C43111,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C43112,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C43121,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C43122,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4320,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4321,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4322,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4330,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4331,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4339,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C434,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4351,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4352,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4359,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4360,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4361,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4362,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4370,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4371,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C4372,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C438,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C439,12,,12,12,,,Yes,,Yes,Yes,No,
2020,C450,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C451,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C452,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C457,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C459,9,,9,9,18,,Yes,,Yes,Yes,Yes,
2020,C460,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C461,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C462,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C463,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C464,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C4650,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C4651,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C4652,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C467,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C469,10,,10,10,18,,Yes,,Yes,Yes,Yes,
2020,C470,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4710,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4711,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4712,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4720,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4721,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4722,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C473,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C474,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C475,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C476,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C478,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C479,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C480,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C481,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C482,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C488,9,,9,9,19,,Yes,,Yes,Yes,Yes,
2020,C490,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4910,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4911,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4912,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4920,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4921,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C4922,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C493,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C494,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C495,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C496,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C498,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C499,10,,10,10,19,,Yes,,Yes,Yes,Yes,
2020,C49A0,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C49A1,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C49A2,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C49A3,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C49A4,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C49A5,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C49A9,10,,10,10,16,,Yes,,Yes,Yes,Yes,
2020,C4A0,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A10,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A111,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A112,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A121,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A122,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A20,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A21,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A22,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A30,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A31,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A39,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A4,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A51,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A52,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A59,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A60,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A61,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A62,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A70,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A71,12,,12,12,19,,Yes,,Yes,Yes,Yes,
2020,C4A72,12,,12,12,19,,Yes,,Yes,Yes,Yes,
