model_version,factor_type,enrollment_status,medicaid_status,dual_status,orec,institutional_status,variable,description,coefficient
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC136,"Chronic Kidney Disease, Stage 5",0.289
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC136,"Chronic Kidney Disease, Stage 5",0.231
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC136,"Chronic Kidney Disease, Stage 5",0.26
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC136,"Chronic Kidney Disease, Stage 5",0.323
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC136,"Chronic Kidney Disease, Stage 5",0.28
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC136,"Chronic Kidney Disease, Stage 5",0.261
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC136,"Chronic Kidney Disease, Stage 5",0.245
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC137,"Chronic Kidney Disease, Severe (Stage 4)",0.289
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC137,"Chronic Kidney Disease, Severe (Stage 4)",0.105
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC137,"Chronic Kidney Disease, Severe (Stage 4)",0.26
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC137,"Chronic Kidney Disease, Severe (Stage 4)",0.138
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC137,"Chronic Kidney Disease, Severe (Stage 4)",0.28
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC137,"Chronic Kidney Disease, Severe (Stage 4)",0.039
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC137,"Chronic Kidney Disease, Severe (Stage 4)",0.201
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC138,"Chronic Kidney Disease, Moderate (Stage 3)",0.069
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC138,"Chronic Kidney Disease, Moderate (Stage 3)",0.021
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC138,"Chronic Kidney Disease, Moderate (Stage 3)",0.017
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC138,"Chronic Kidney Disease, Moderate (Stage 3)",0
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC138,"Chronic Kidney Disease, Moderate (Stage 3)",0.043
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC138,"Chronic Kidney Disease, Moderate (Stage 3)",0
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC138,"Chronic Kidney Disease, Moderate (Stage 3)",0.092
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC157,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",2.028
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC157,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",2.097
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC157,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",2.463
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC157,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",2.582
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC157,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",2.028
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC157,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",2.512
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC157,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone",0.854
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC158,Pressure Ulcer of Skin with Full Thickness Skin Loss,1.069
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC158,Pressure Ulcer of Skin with Full Thickness Skin Loss,1.212
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC158,Pressure Ulcer of Skin with Full Thickness Skin Loss,1.471
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC158,Pressure Ulcer of Skin with Full Thickness Skin Loss,1.38
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC158,Pressure Ulcer of Skin with Full Thickness Skin Loss,1.162
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC158,Pressure Ulcer of Skin with Full Thickness Skin Loss,0.925
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC158,Pressure Ulcer of Skin with Full Thickness Skin Loss,0.322
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC159,Pressure Ulcer of Skin with Partial Thickness Skin Loss,0.656
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC159,Pressure Ulcer of Skin with Partial Thickness Skin Loss,0.628
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC159,Pressure Ulcer of Skin with Partial Thickness Skin Loss,0.863
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC159,Pressure Ulcer of Skin with Partial Thickness Skin Loss,0.467
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC159,Pressure Ulcer of Skin with Partial Thickness Skin Loss,0.649
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC159,Pressure Ulcer of Skin with Partial Thickness Skin Loss,0.824
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC159,Pressure Ulcer of Skin with Partial Thickness Skin Loss,0.322
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC161,"Chronic Ulcer of Skin, Except Pressure",0.515
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC161,"Chronic Ulcer of Skin, Except Pressure",0.592
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC161,"Chronic Ulcer of Skin, Except Pressure",0.727
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC161,"Chronic Ulcer of Skin, Except Pressure",0.583
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC161,"Chronic Ulcer of Skin, Except Pressure",0.541
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC161,"Chronic Ulcer of Skin, Except Pressure",0.542
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC161,"Chronic Ulcer of Skin, Except Pressure",0.294
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC162,Severe Skin Burn or Condition,0.224
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC162,Severe Skin Burn or Condition,0.506
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC162,Severe Skin Burn or Condition,0.162
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC162,Severe Skin Burn or Condition,0.308
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC162,Severe Skin Burn or Condition,0
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC162,Severe Skin Burn or Condition,0.324
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC162,Severe Skin Burn or Condition,0
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC166,Severe Head Injury,0.486
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC166,Severe Head Injury,0.274
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC166,Severe Head Injury,0.511
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC166,Severe Head Injury,0.105
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC166,Severe Head Injury,0.729
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC166,Severe Head Injury,0.134
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC166,Severe Head Injury,0
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC167,Major Head Injury,0.077
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC167,Major Head Injury,0
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC167,Major Head Injury,0.144
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC167,Major Head Injury,0.025
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC167,Major Head Injury,0.034
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC167,Major Head Injury,0.019
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC167,Major Head Injury,0
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC169,Vertebral Fractures without Spinal Cord Injury,0.476
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC169,Vertebral Fractures without Spinal Cord Injury,0.369
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC169,Vertebral Fractures without Spinal Cord Injury,0.532
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC169,Vertebral Fractures without Spinal Cord Injury,0.377
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC169,Vertebral Fractures without Spinal Cord Injury,0.512
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC169,Vertebral Fractures without Spinal Cord Injury,0.336
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC169,Vertebral Fractures without Spinal Cord Injury,0.25
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC170,Hip Fracture/Dislocation,0.35
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC170,Hip Fracture/Dislocation,0.394
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC170,Hip Fracture/Dislocation,0.409
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC170,Hip Fracture/Dislocation,0.469
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC170,Hip Fracture/Dislocation,0.354
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC170,Hip Fracture/Dislocation,0.333
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC170,Hip Fracture/Dislocation,0
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC173,Traumatic Amputations and Complications,0.208
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC173,Traumatic Amputations and Complications,0.172
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC173,Traumatic Amputations and Complications,0.221
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC173,Traumatic Amputations and Complications,0.525
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC173,Traumatic Amputations and Complications,0.176
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC173,Traumatic Amputations and Complications,0.18
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC173,Traumatic Amputations and Complications,0.092
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC176,Complications of Specified Implanted Device or Graft,0.582
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC176,Complications of Specified Implanted Device or Graft,0.911
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC176,Complications of Specified Implanted Device or Graft,0.68
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC176,Complications of Specified Implanted Device or Graft,0.982
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC176,Complications of Specified Implanted Device or Graft,0.52
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC176,Complications of Specified Implanted Device or Graft,0.832
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC176,Complications of Specified Implanted Device or Graft,0.469
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC186,Major Organ Transplant or Replacement Status,0.832
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC186,Major Organ Transplant or Replacement Status,0.445
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC186,Major Organ Transplant or Replacement Status,0.728
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC186,Major Organ Transplant or Replacement Status,0.865
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC186,Major Organ Transplant or Replacement Status,0.438
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC186,Major Organ Transplant or Replacement Status,0.613
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC186,Major Organ Transplant or Replacement Status,1.046
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC188,Artificial Openings for Feeding or Elimination,0.534
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC188,Artificial Openings for Feeding or Elimination,0.755
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC188,Artificial Openings for Feeding or Elimination,0.742
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC188,Artificial Openings for Feeding or Elimination,0.77
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC188,Artificial Openings for Feeding or Elimination,0.52
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC188,Artificial Openings for Feeding or Elimination,0.732
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC188,Artificial Openings for Feeding or Elimination,0.514
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,,HCC189,"Amputation Status, Lower Limb/Amputation Complications",0.519
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,,HCC189,"Amputation Status, Lower Limb/Amputation Complications",0.437
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,,HCC189,"Amputation Status, Lower Limb/Amputation Complications",0.795
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,,HCC189,"Amputation Status, Lower Limb/Amputation Complications",0.934
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,,HCC189,"Amputation Status, Lower Limb/Amputation Complications",0.697
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,,HCC189,"Amputation Status, Lower Limb/Amputation Complications",0.626
CMS-HCC-2020,Disease,Continuing,Institutional,,,,HCC189,"Amputation Status, Lower Limb/Amputation Complications",0.357
